Name,RegNr,Beschäftigte,Betrag,GeschäftsjahrStart,GeschäftsjahrEnde,Interessen,Tätigkeit,Ersteintrag,LetzteÄnd
FGS Global (Europe) GmbH,R002565,75,2655000,2023-01-01,2023-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenpolitik; Internationale Beziehungen; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Berufliche Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU- Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Religion /Weltanschauung; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Sonstiges im Bereich ""Innere Sicherheit""; Kultur; Land- und Forstwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Urheberrecht; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Öffentliche Finanzen, Steuern und Abgaben; Bauwesen und Bauwirtschaft; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Sonstiges im Bereich ""Recht""; Krankenversicherung; Pflegeversicherung; Rente/Alterssicherung; Sonstiges im Bereich ""Soziale Sicherung""; Profisport; Tourismus; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Verwaltungstransparenz/Open Government; Sonstiges im Bereich ""Staat und Verwaltung""; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Schifffahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Sonstiges im Bereich ""Verteidigung""; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie; -","Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",02.03.2022,18.04.2024
FMI Fachverband Mineralwolleindustrie e.V.,R000939,1,65000,2023-01-01,2023-12-01,"Allgemeine Energiepolitik; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU-Gesetzgebung; Öffentliche Finanzen, Steuern und Abgaben; Bauwesen und Bauwirtschaft; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Industriepolitik; Verbraucherschutz; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie; Energieeffizienz",Wirtschaftsverband oder Gewerbeverband/-verein,23.02.2022,20.03.2024
FSV - Forum Serviceverpackungen,R005988,5,115000,2022-01-01,2022-12-01,"Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Wirtschaft""","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)",23.05.2023,–
FTI Consulting SC GmbH,R002341,25,115000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenpolitik; Auswärtige Kultur- und Bildungspolitik; Internationale Beziehungen; Menschenrechte; Außenwirtschaft; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Allgemeine Energiepolitik; Atomenergie; Energienetze; Erneuerbare Energien; Fossile Energien; Entwicklungspolitik; EU- Binnenmarkt; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Institutionelle Fragen der EU; Polizeiliche und justizielle Zusammenarbeit in der EU; Diversitätspolitik; Familienpolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Religion/Weltanschauung; Seniorenpolitik; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Cybersicherheit; Kriminalitätsbekämpfung; Terrorismusbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Kultur; Fischerei/Aquakultur; Land- und Forstwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Werbung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Integration; Migration; Öffentliche Finanzen, Steuern und Abgaben; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente/Alterssicherung; Unfallversicherung; Breitensport; Profisport; Tourismus; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Öffentlicher Dienst und öffentliche Verwaltung; Staatsorganisation; Verwaltungstransparenz/Open Government; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Schifffahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Rüstungsangelegenheiten; Verteidigungspolitik; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie","Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",28.02.2022,08.04.2024
Fachagentur Windenergie an Land e.V.,R003286,15,85000,2022-01-01,2022-12-01,Erneuerbare Energien,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",10.03.2022,04.08.2023
Fachgruppe Obstbau,R003446,5,195000,2022-01-01,2022-12-01,"Sonstiges im Bereich ""Arbeit und Beschäftigung""; Land- und Forstwirtschaft",Berufsverband,15.03.2022,04.04.2023
Fachverband Aussenwerbung e.V.,R003791,1,35000,2023-01-01,2023-12-01,"Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Digitalisierung; Meinungs- und Pressefreiheit; Werbung; Sonstiges im Bereich ""Recht""; Immissionsschutz",Wirtschaftsverband oder Gewerbeverband/-verein,24.03.2022,25.04.2024
Fachverband Beton- und Fertigteilwerke Baden-Württemberg e. V.,R003885,15,15000,2023-01-01,2023-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Berufliche Bildung; Allgemeine Energiepolitik; EU- Gesetzgebung; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Bauwesen und Bauwirtschaft; Ländlicher Raum; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Güterverkehr; Schienenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Industriepolitik; Kleine und mittlere Unternehmen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,29.03.2022,08.01.2024
Fachverband Biogas e.V.,R002106,35,1195000,2021-01-01,2021-12-01,"Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; EU-Gesetzgebung; Land- und Forstwirtschaft; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Personenverkehr; Schienenverkehr; Schifffahrt; Straßenverkehr; Verkehrspolitik; Automobilwirtschaft; Industriepolitik; Wissenschaft, Forschung und Technologie","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",28.02.2022,01.03.2023
Fachverband Metall Hessen,R006145,5,445000,2022-01-01,2022-12-01,Berufspolitik,Arbeitgeberverband,26.07.2023,–
Fachverband der Gewürzindustrie e.V.,R000499,5,125000,2022-01-01,2022-12-01,"Internationale Beziehungen; Menschenrechte; Außenwirtschaft; Allgemeine Energiepolitik; Entwicklungspolitik; EU-Binnenmarkt; EU- Gesetzgebung; Land- und Forstwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,15.02.2022,01.08.2023
Fachverband der Präzisionswerkzeugmechaniker e.V. (FDPW),R004804,5,435000,2022-01-01,2022-12-01,Berufliche Bildung; Nachhaltigkeit und Ressourcenschutz; Handwerk; Kleine und mittlere Unternehmen,Wirtschaftsverband oder Gewerbeverband/-verein,20.06.2022,07.07.2023
Facility for Antiproton and Ion Research in Europe,R001311,1,75000,2023-01-01,2023-12-01,"Wissenschaft, Forschung und Technologie","Wissenschaft, Hochschule oder Forschungseinrichtung",24.02.2022,10.04.2024
Fairtrade Deutschland e.V.,R000838,5,115000,2022-01-01,2022-12-01,"Schulische Bildung; Entwicklungspolitik; EU- Gesetzgebung; Lebensmittelsicherheit; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Artenschutz/Biodiversität; Klimaschutz; Handel und Dienstleistungen; Sonstiges im Bereich ""Wirtschaft""","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)",22.02.2022,31.07.2023
Familienbetriebe Land und Forst NRW e.V.,R005131,5,335000,2022-01-01,2022-12-01,Erneuerbare Energien; Land- und Forstwirtschaft; Bauwesen und Bauwirtschaft; Ländlicher Raum; Artenschutz/Biodiversität; Klimaschutz; Nachhaltigkeit und Ressourcenschutz,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",05.09.2022,09.10.2023
Familienbetriebe Land und Forst e.V.,R000924,5,1205000,2023-01-01,2023-12-01,"Energienetze; Erneuerbare Energien; EU-Binnenmarkt; EU- Gesetzgebung; Kultur; Land- und Forstwirtschaft; Öffentliche Finanzen, Steuern und Abgaben; Bauwesen und Bauwirtschaft; Ländlicher Raum; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Sonstiges im Bereich ""Wirtschaft""",Wirtschaftsverband oder Gewerbeverband/-verein,22.02.2022,12.02.2024
Familienbund der Katholiken (Bundesverband) e.V.,R004736,5,105000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Diversitätspolitik; Familienpolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Religion/Weltanschauung; Seniorenpolitik; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Datenschutz und Informationssicherheit; Digitalisierung; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Ländlicher Raum; Stadtentwicklung; Wohnen; Öffentliches Recht; Rechtspolitik; Zivilrecht; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente /Alterssicherung; Sonstiges im Bereich ""Soziale Sicherung""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Verbraucherschutz","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",08.06.2022,02.06.2023
Fastned Deutschland GmbH & Co. KG,R005216,1,95000,2022-01-01,2022-12-01,Energienetze; Erneuerbare Energien; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik,Unternehmen,19.09.2022,15.04.2024
FedEx Express Deutschland GmbH,R003264,1,85000,2022-06-01,2023-05-01,EU-Gesetzgebung; Klimaschutz; Güterverkehr; Luft- und Raumfahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik,Unternehmen,10.03.2022,28.11.2023
Federal Express Corporation - Deutsche Niederlassung,R003539,1,85000,2022-06-01,2023-05-01,EU-Gesetzgebung; Klimaschutz; Güterverkehr; Luft- und Raumfahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik,Unternehmen,16.03.2022,17.11.2023
Feldhoff & Cie. GmbH,R002899,25,55000,2021-01-01,2021-12-01,"Bauwesen und Bauwirtschaft; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""","Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",04.03.2022,03.08.2023
Ferrero Deutschland GmbH,R004584,5,265000,2022-09-01,2023-08-01,Allgemeine Energiepolitik; EU-Gesetzgebung; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Werbung; Artenschutz/Biodiversität; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Verbraucherschutz; Verpackung und Recycling,Unternehmen,18.05.2022,01.02.2024
Finanzplatz München Initiative,R000055,5,195000,2022-01-01,2022-12-01,Bank- und Finanzwesen; Versicherungswesen,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)",14.01.2022,16.01.2023
First Solar GmbH,R006386,5,115000,2023-01-01,2023-12-01,"Menschenrechte; Außenwirtschaft; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",Unternehmen,13.12.2023,13.03.2024
FiscalFuture,R005324,5,165000,2022-01-01,2022-12-01,"Öffentliche Finanzen, Steuern und Abgaben","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",11.10.2022,25.07.2023
FleishmanHillard GmbH,R002350,15,15000,2022-01-01,2022-12-01,"Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU-Gesetzgebung; Land- und Forstwirtschaft; Digitalisierung; Internetpolitik; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Luft- und Raumfahrt; Schifffahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Bank- und Finanzwesen; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie","Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",28.02.2022,13.03.2024
Flix SE,R002073,5,325000,2023-01-01,2023-12-01,Digitalisierung; Personenverkehr; Schienenverkehr; Straßenverkehr; Verkehrspolitik,Unternehmen,28.02.2022,28.02.2024
Flughafen Berlin Brandenburg GmbH,R006601,1,275000,2023-01-01,2023-12-01,Luft- und Raumfahrt,Unternehmen,08.04.2024,17.04.2024
Flughafen Düsseldorf GmbH,R005821,5,295000,2022-01-01,2022-12-01,Luft- und Raumfahrt; Verkehrspolitik,Unternehmen,20.03.2023,01.08.2023
Flughafen München GmbH,R001067,5,255000,2022-01-01,2022-12-01,"Sonstiges im Bereich ""Arbeit und Beschäftigung""; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; Cybersicherheit; Terrorismusbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Bauwesen und Bauwirtschaft; Ländlicher Raum; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Tourismus; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Verbraucherschutz; Sonstiges im Bereich ""Wirtschaft""",Unternehmen,23.02.2022,04.07.2023
Flughafen Stuttgart GmbH,R004639,5,135000,2022-01-01,2022-12-01,"Außenwirtschaft; Energienetze; Erneuerbare Energien; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""",Unternehmen,23.05.2022,03.04.2023
Flüchtlingsrat Mecklenburg-Vorpommern e.V.,R001072,15,535000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Menschenrechte; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Berufliche Bildung; Hochschulbildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; Entwicklungspolitik; EU-Gesetzgebung; Polizeiliche und justizielle Zusammenarbeit in der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Diversitätspolitik; Familienpolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Religion/Weltanschauung; Seniorenpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Extremismusbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Asyl und Flüchtlingsschutz; Ausländer- und Aufenthaltsrecht; Integration; Migration; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Öffentliches Recht; Rechtspolitik; Sonstiges im Bereich ""Recht""; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente/Alterssicherung; Unfallversicherung; Sonstiges im Bereich ""Soziale Sicherung""; Verwaltungstransparenz/Open Government; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",23.02.2022,15.06.2023
Ford-Werke GmbH,R001871,25,1295000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenpolitik; Internationale Beziehungen; Menschenrechte; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Berufliche Bildung; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; Entwicklungspolitik; EU-Binnenmarkt; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Datenschutz und Informationssicherheit; Digitalisierung; Kommunikations- und Informationstechnik; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Güterverkehr; Personenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Automobilwirtschaft; Industriepolitik; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",Unternehmen,28.02.2022,24.01.2024
Forschungsvereinigung Schweißen und verwandte Verfahren e.V. des,R005354,5,515000,2022-01-01,2022-12-01,"Wissenschaft, Forschung und Technologie","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",17.10.2022,29.11.2023
