Name,RegNr,Ersteintrag,LetzteÄnd,Tätigkeit,Interessen,FinanzAufw,Betrag,Geschäftsjahr,VollzeitEquiv,Regelungen,Stellungnahmen,GrundVerweig,Beschäftigte,Auftraggeber
BIO Deutschland e.V.,R002772,03.03.2022,08.01.2024,Wirtschaftsverband oder Gewerbeverband/-verein,"Außenwirtschaft; Parlamentarisches Verfahren; Sonstiges im Bereich ""Bundestag""; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Arzneimittel; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""; Land- und Forstwirtschaft; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Rechtspolitik; Sonstiges im Bereich ""Recht""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Sonstiges im Bereich ""Verkehr""; Industriepolitik; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie; Bio-IT, Big Data im Gesundheitswesen, E-Health, Digitalisierung in der Gesundheitswirtschaft",,1.140.001 bis 1.150.000 Euro,01/23 bis 12/23,,,,,1 bis 10,5
PAYBACK GmbH,R002771,03.03.2022,08.11.2023,Unternehmen,EU-Gesetzgebung; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Urheberrecht; Werbung; Zivilrecht; E-Commerce; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht,,80.001 bis 90.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Bremer Toto und Lotto GmbH,R002770,03.03.2022,09.06.2023,Unternehmen,"EU-Binnenmarkt; EU-Gesetzgebung; Gesundheitsförderung; Cybersicherheit; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Urheberrecht; Werbung; Öffentliche Finanzen, Steuern und Abgaben; Öffentliches Recht; Zivilrecht; Breitensport; Profisport; Öffentlicher Dienst und öffentliche Verwaltung; E- Commerce; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Anschütz GmbH,R002769,03.03.2022,01.09.2023,Unternehmen,"Rüstungsangelegenheiten; Sonstiges im Bereich ""Verteidigung""; Industriepolitik; Kleine und mittlere Unternehmen",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
"bbi Bundesverband der Baumaschinen-, Baugeräte- und",R002768,03.03.2022,20.02.2024,Wirtschaftsverband oder Gewerbeverband/-verein,Handel und Dienstleistungen; Kleine und mittlere Unternehmen,,0 Euro,01/23 bis 12/23,,,,,1 bis 10,
BFM Bundesverband Factoring für den Mittelstand e.V.,R002767,03.03.2022,02.03.2023,Wirtschaftsverband oder Gewerbeverband/-verein,Bank- und Finanzwesen,,10.001 bis 20.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
House of Pharma & Healthcare e.V.,R002766,03.03.2022,11.07.2023,"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule (GL2022)","Arzneimittel; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""; Wissenschaft, Forschung und Technologie",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
BVT Windpark Flomborn/Stetten GmbH & Co. KG,R002765,03.03.2022,24.01.2024,Unternehmen,Parlamentarisches Verfahren; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien,,1 bis 10.000 Euro,01/23 bis 12/23,,,,,0,
Liberale Flüchtlingshilfe e.V.,R002764,03.03.2022,03.03.2022,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)","Außenpolitik; Menschenrechte; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Entwicklungspolitik; Asyl und Flüchtlingsschutz; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""","Keine Angaben, da noch kein Geschäftsjahr vollständig abgeschlossen wurde.",,,,,,,1 bis 10,
TAdvisory,R002763,03.03.2022,04.03.2023,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater","Arbeitsrecht/Arbeitsbedingungen; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Bauwesen und Bauwirtschaft; Stadtentwicklung; Wohnen; Öffentlicher Dienst und öffentliche Verwaltung; Staatsorganisation; Verwaltungstransparenz/Open Government; Immissionsschutz; Klimaschutz; Güterverkehr; Personenverkehr; Schienenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie; Changemanagement, Digitalisierung","Keine Angaben, da noch kein Geschäftsjahr vollständig abgeschlossen wurde.",,,,,,,1 bis 10,
Zentralrat der Konfessionsfreien,R002762,03.03.2022,26.06.2023,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)","Arbeitsrecht/Arbeitsbedingungen; Auswärtige Kultur- und Bildungspolitik; Menschenrechte; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; Rechtsstellung der Abgeordneten; EU-Gesetzgebung; Diversitätspolitik; Familienpolitik; Kinder- und Jugendpolitik; Religion /Weltanschauung; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Arzneimittel; Pflege; Extremismusbekämpfung; Opferschutz; Terrorismusbekämpfung; Kultur; Internetpolitik; Meinungs- und Pressefreiheit; Asyl und Flüchtlingsschutz; Integration; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Öffentliches Recht; Rechtspolitik; Strafrecht; Grundsicherung; Öffentlicher Dienst und öffentliche Verwaltung; Staatsorganisation; Verwaltungstransparenz/Open Government; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Bundeswehrangelegenheiten; Verbraucherschutz; Wissenschaft, Forschung und Technologie; säkulare Kultur- und Rechtspolitik",,50.001 bis 60.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Verband Deutscher Reeder,R002761,03.03.2022,14.12.2023,Arbeitgeberverband,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Internationale Beziehungen; Außenwirtschaft; Berufliche Bildung; Hochschulbildung; Allgemeine Energiepolitik; Erneuerbare Energien; Fossile Energien; EU- Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Rechte von Menschen mit Behinderung; Sonstiges im Bereich ""Gesundheit""; Cybersicherheit; Kriminalitätsbekämpfung; Terrorismusbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Migration; Öffentliche Finanzen, Steuern und Abgaben; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Krankenversicherung; Rente/Alterssicherung; Unfallversicherung; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Personenverkehr; Schifffahrt; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Bundeswehrangelegenheiten; Sonstiges im Bereich ""Verteidigung""; Bank- und Finanzwesen; Handel und Dienstleistungen; Industriepolitik; Kleine und mittlere Unternehmen; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",,260.001 bis 270.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
BVT Windpark Emlichheim GmbH & Co. KG,R002760,03.03.2022,14.02.2024,Unternehmen,Erneuerbare Energien; Entwicklungspolitik; Klimaschutz,,1 bis 10.000 Euro,01/23 bis 12/23,,,,,0,
INSPIRE Institut für praxisorientiertes integriertes Recht der,R002759,03.03.2022,–,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)","Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; Sonstiges im Bereich ""Recht""; Sonstiges im Bereich ""Wirtschaft""; Rechtsgebiete der Elektromobilität","Keine Angaben, da noch kein Geschäftsjahr vollständig abgeschlossen wurde.",,,,,,,0,
Deutsche Gesellschaft für Bipolare Störungen e.V.,R002758,03.03.2022,27.02.2024,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)","Rechte von Menschen mit Behinderung; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Wissenschaft, Forschung und Technologie",,0 Euro,01/23 bis 12/23,,,,,1 bis 10,
LEG Immobilien SE,R002757,03.03.2022,24.04.2023,Unternehmen,"Arbeitsrecht/Arbeitsbedingungen; Berufliche Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Bauwesen und Bauwirtschaft; Ländlicher Raum; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Zivilrecht; Sonstiges im Bereich ""Recht""; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Personenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Sonstiges im Bereich ""Wirtschaft""",,340.001 bis 350.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Bundesverband des Schornsteinfegerhandwerks -,R002756,03.03.2022,02.08.2023,Arbeitgeberverband,"Arbeitsrecht/Arbeitsbedingungen; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Öffentliche Finanzen, Steuern und Abgaben; Bauwesen und Bauwirtschaft; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Sonstiges im Bereich ""Recht""; Rente/Alterssicherung; Unfallversicherung; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Handwerk; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie; Brandschutz, Lüftungstechnik",,30.001 bis 40.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Deutsches Komitee für UNICEF e.V.,R002755,03.03.2022,24.10.2023,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)","Menschenrechte; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; Wahlrecht; Entwicklungspolitik; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Familienpolitik; Kinder- und Jugendpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Sonstiges im Bereich ""Gesundheit""; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Asyl und Flüchtlingsschutz; Ausländer- und Aufenthaltsrecht; Integration; Migration; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Öffentliche Finanzen, Steuern und Abgaben; Öffentliches Recht; Sonstiges im Bereich ""Recht""; Grundsicherung; Sonstiges im Bereich ""Soziale Sicherung""",,870.001 bis 880.000 Euro,01/22 bis 12/22,,,,,11 bis 20,
Flughafen Hamburg GmbH,R002754,03.03.2022,21.03.2024,Unternehmen,Luft- und Raumfahrt; Verkehrspolitik,,20.001 bis 30.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Dipl.oec.troph. Anja Roth,R002753,03.03.2022,08.02.2023,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater","Gesundheitsförderung; Sonstiges im Bereich ""Gesundheit""; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Verbraucherschutz",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Genocide Alert e.V.,R002752,03.03.2022,04.08.2023,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",Menschenrechte,,1 bis 10.000 Euro,01/22 bis 12/22,,,,,0,1
Export- Union für Milchprodukte e.V.,R002751,03.03.2022,11.07.2023,Wirtschaftsverband oder Gewerbeverband/-verein,"Außenwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Kontext Mitte GmbH,R002750,03.03.2022,01.03.2024,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater","Politisches Leben, Parteien; Strategie - und Kommunikationsberatung",,30.001 bis 40.000 Euro,01/23 bis 12/23,,,,,0,
Landessportverband für das Saarland,R002749,03.03.2022,07.03.2023,"Öffentlich-rechtliche Organisation (z. B. Körperschaften, Anstalten und Stiftungen des öffentlichen Rechts) (GL2022)","Sonstiges im Bereich ""Arbeit und Beschäftigung""; Sonstiges im Bereich ""Bildung und Erziehung""; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Gesundheitsförderung; Breitensport; Profisport; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Sonstiges im Bereich ""Staat und Verwaltung""; Glücksspielrecht",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Saarland-Sporttoto GmbH,R002748,03.03.2022,15.02.2023,Unternehmen,"EU-Binnenmarkt; EU-Gesetzgebung; Gesundheitsförderung; Cybersicherheit; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Urheberrecht; Werbung; Öffentliche Finanzen, Steuern und Abgaben; Öffentliches Recht; Zivilrecht; Breitensport; Profisport; Öffentlicher Dienst und öffentliche Verwaltung; E- Commerce; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,0,
Vereinigung der Fernleitungsnetzbetreiber Gas e.V.,R002747,03.03.2022,20.11.2023,Wirtschaftsverband oder Gewerbeverband/-verein,Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien,,320.001 bis 330.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Canon Deutschland GmbH,R002746,03.03.2022,13.07.2023,Unternehmen,"Sonstiges im Bereich ""Bildung und Erziehung""; Sonstiges im Bereich ""Gesundheit""; Datenschutz und Informationssicherheit; Internetpolitik; Kommunikations- und Informationstechnik; Urheberrecht; Rechtspolitik; Verwaltungstransparenz /Open Government; Sonstiges im Bereich ""Verteidigung""; Handel und Dienstleistungen; Wettbewerbsrecht",,250.001 bis 260.000 Euro,01/22 bis 12/22,,,,,21 bis 30,
CorA-Netzwerk für Unternehmensverantwortung,R002745,03.03.2022,26.06.2023,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Menschenrechte; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Entwicklungspolitik; EU-Gesetzgebung; Geschlechterpolitik; Öffentliche Finanzen, Steuern und Abgaben; Sonstiges im Bereich ""Recht""; Öffentlicher Dienst und öffentliche Verwaltung; Sonstiges im Bereich ""Staat und Verwaltung""; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Wirtschaft""; Unternehmensverantwortung, Bessere Rechtsetzung / Bürokratieabbau",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Verband Bildungsmedien e. V.,R002744,03.03.2022,28.03.2023,Wirtschaftsverband oder Gewerbeverband/-verein,"Berufliche Bildung; Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; EU-Binnenmarkt; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Handel und Dienstleistungen; Wettbewerbsrecht",,30.001 bis 40.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
"Verband der deutschen Lack- und Druckfarbenindustrie,",R002743,03.03.2022,07.02.2023,Wirtschaftsverband oder Gewerbeverband/-verein,"Parlamentarisches Verfahren; Allgemeine Energiepolitik; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU- Gesetzgebung; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Politisches Leben, Parteien; Bauwesen und Bauwirtschaft; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Wissenschaft, Forschung und Technologie",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
"Bundesverband der pharmazeutischen Industrie, Landesverband",R002742,03.03.2022,28.11.2023,Wirtschaftsverband oder Gewerbeverband/-verein,"Sonstiges im Bereich ""Arbeit und Beschäftigung""; Parlamentarisches Verfahren; Rechtsstellung der Abgeordneten; Sonstiges im Bereich ""Bundestag""; EU-Binnenmarkt; EU-Gesetzgebung; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Politisches Leben, Parteien; Krankenversicherung; Pflegeversicherung; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",,1 bis 10.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
German Seed Alliance GmbH,R002741,03.03.2022,19.02.2024,Unternehmen,"Außenwirtschaft; Parlamentarisches Verfahren; Entwicklungspolitik; EU-Gesetzgebung; Land- und Forstwirtschaft; Lebensmittelsicherheit; Wissenschaft, Forschung und Technologie",,30.001 bis 40.000 Euro,07/22 bis 06/23,,,,,1 bis 10,
Hartmannbund - Verband der Ärztinnen und Ärzte Deutschlands e.V.,R002740,03.03.2022,21.06.2023,Berufsverband,"Gesundheitsförderung; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""",,260.001 bis 270.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Arbeitsgemeinschaft der Wasserwirtschaftsverbände NRW e.V.,R002739,03.03.2022,13.07.2023,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""",,50.001 bis 60.000 Euro,01/22 bis 12/22,,,,,1 bis 10,
Unternehmerverband Handwerk NRW (UVH),R002738,03.03.2022,13.03.2024,Wirtschaftsverband oder Gewerbeverband/-verein,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Handwerk; Kleine und mittlere Unternehmen",,1 bis 10.000 Euro,01/22 bis 12/22,3.00,,,,,
eco - Verband der Internetwirtschaft e.V.,R002737,03.03.2022,25.09.2023,Wirtschaftsverband oder Gewerbeverband/-verein,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Institutionelle Fragen der EU; Polizeiliche und justizielle Zusammenarbeit in der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Sonstiges im Bereich ""Gesundheit""; Cybersicherheit; Sonstiges im Bereich ""Innere Sicherheit""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Werbung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Öffentliche Finanzen, Steuern und Abgaben; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""; Sonstiges im Bereich ""Staat und Verwaltung""; Sonstiges im Bereich ""Umwelt""; Sonstiges im Bereich ""Verkehr""; Sonstiges im Bereich ""Verteidigung""; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",,580.001 bis 590.000 Euro,01/22 bis 12/22,,1,,,1 bis 10,
